model_version,n,r,reduced_dimension,block_size,gsa_tail_dimension,delta,prob_log2,T_red_log2,T_hyb_log2,total_cost_log2,valid,evaluated_candidates,qubit_upper_bound,qubit_upper_bound_log2,QSearch_Toffoli_depth_log2,QSearch_Toffoli_count_log2,QSearch_Gate_depth_log2,QSearch_Gate_count_log2,Hybrid_Toffoli_depth_per_success_log2,Hybrid_Toffoli_count_per_success_log2,Hybrid_Gate_depth_per_success_log2,Hybrid_Gate_count_per_success_log2,log2_L_rotation_budget,rotation_count_log2,rotation_count_with_initial_log2,rotation_precision_bits,rotation_T_per_gate,rotation_CliffordT_ops_per_gate,rotation_T_count_log2,QSearch_FT_depth_log2,QSearch_FT_gate_count_log2,QSearch_FT_T_count_log2,FT_rotation_replacement_includes_initial_TP,Hybrid_FT_depth_per_success_log2,Hybrid_FT_gate_count_per_success_log2,Hybrid_FT_T_count_per_success_log2,FT_MAXDEPTH_h40_gate_count_log2,NIST_AES_reference_h40_log2,FT_MAXDEPTH_h64_gate_count_log2,NIST_AES_reference_h64_log2,FT_MAXDEPTH_h96_gate_count_log2,NIST_AES_reference_h96_log2,Toffoli_cost_log2_hyp
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,96,928,408,927,1.0039277540725413,-29.439571937406296,151.06640633709907,151.7735598249121,181.90245552308042,True,318,614709,19.22954408226671,151.7735598249121,158.7202641306876,153.87124671736257,162.76753306325338,181.2131317623184,188.1598360680939,183.31081865476887,192.20710500065968,125.00975955405491,135.40207697683365,135.40207697683365,137,558,1121,144.52619828866284,155.2692964321419,163.65256246627814,161.52763004875874,0,184.7088683695482,193.09213440368444,190.96720198616504,308.36143083582635,130,284.36143083582635,106,252.36143083582635,74,188.1598360680939
