model_version,n,r,reduced_dimension,block_size,gsa_tail_dimension,delta,prob_log2,T_red_log2,T_hyb_log2,total_cost_log2,valid,evaluated_candidates,qubit_upper_bound,qubit_upper_bound_log2,QSearch_Toffoli_depth_log2,QSearch_Toffoli_count_log2,QSearch_Gate_depth_log2,QSearch_Gate_count_log2,Hybrid_Toffoli_depth_per_success_log2,Hybrid_Toffoli_count_per_success_log2,Hybrid_Gate_depth_per_success_log2,Hybrid_Gate_count_per_success_log2,log2_L_rotation_budget,rotation_count_log2,rotation_count_with_initial_log2,rotation_precision_bits,rotation_T_per_gate,rotation_CliffordT_ops_per_gate,rotation_T_count_log2,QSearch_FT_depth_log2,QSearch_FT_gate_count_log2,QSearch_FT_T_count_log2,FT_rotation_replacement_includes_initial_TP,Hybrid_FT_depth_per_success_log2,Hybrid_FT_gate_count_per_success_log2,Hybrid_FT_T_count_per_success_log2,FT_MAXDEPTH_h40_gate_count_log2,NIST_AES_reference_h40_log2,FT_MAXDEPTH_h64_gate_count_log2,NIST_AES_reference_h64_log2,FT_MAXDEPTH_h96_gate_count_log2,NIST_AES_reference_h96_log2,Toffoli_cost_log2_hyp
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,37,475,135,474,1.0079125300646745,-24.344339993363686,71.50619956956841,73.18067500342234,97.91818953580437,True,45,197792,17.59362454970607,73.18067500342234,79.53289492150567,75.32032058912418,83.34877918385601,97.52501499678603,103.87723491486936,99.66466058248787,107.6931191772197,48.18084482812533,57.19765311581189,57.19765311581189,59,246,497,65.14016762115114,76.69248275861584,84.3445256323953,82.34025942503935,0,101.03682275197953,108.688865625759,106.68459941840304,145.38134838437483,,121.38134838437483,,108.688865625759,,103.87723491486936
