model_version,n,r,reduced_dimension,block_size,gsa_tail_dimension,delta,prob_log2,T_red_log2,T_hyb_log2,total_cost_log2,valid,evaluated_candidates,qubit_upper_bound,qubit_upper_bound_log2,QSearch_Toffoli_depth_log2,QSearch_Toffoli_count_log2,QSearch_Gate_depth_log2,QSearch_Gate_count_log2,Hybrid_Toffoli_depth_per_success_log2,Hybrid_Toffoli_count_per_success_log2,Hybrid_Gate_depth_per_success_log2,Hybrid_Gate_count_per_success_log2,log2_L_rotation_budget,rotation_count_log2,rotation_count_with_initial_log2,rotation_precision_bits,rotation_T_per_gate,rotation_CliffordT_ops_per_gate,rotation_T_count_log2,QSearch_FT_depth_log2,QSearch_FT_gate_count_log2,QSearch_FT_T_count_log2,FT_rotation_replacement_includes_initial_TP,Hybrid_FT_depth_per_success_log2,Hybrid_FT_gate_count_per_success_log2,Hybrid_FT_T_count_per_success_log2,FT_MAXDEPTH_h40_gate_count_log2,NIST_AES_reference_h40_log2,FT_MAXDEPTH_h64_gate_count_log2,NIST_AES_reference_h64_log2,FT_MAXDEPTH_h96_gate_count_log2,NIST_AES_reference_h96_log2,Toffoli_cost_log2_hyp
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,1024,261,1787,981,1728,1.0020730050388724,-20.81019487359316,318.8252489204838,317.9108546516111,340.2495096054625,True,980,2104173,21.00482189371751,317.9108546516111,325.6001082321252,320.0716883338594,329.94956893977974,338.72104952520425,346.41030310571836,340.8818832074526,350.7597638133729,289.21630923912176,301.05157015774927,301.05157015774927,303,1222,2449,311.306598727568,321.4308730412238,330.7038344755011,328.4074734177859,0,342.24106791481694,351.51402934909424,349.2176682913791,632.944902390318,258,608.944902390318,234,576.944902390318,202,346.41030310571836
