model_version,n,r,reduced_dimension,block_size,gsa_tail_dimension,delta,prob_log2,T_red_log2,T_hyb_log2,total_cost_log2,valid,evaluated_candidates
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,44,980,403,979,1.0039615398122372,-82.33683998560132,149.89528098836442,83.54003443730643,232.23212097396572,True,313
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,45,979,403,978,1.0039615398122372,-81.10987882340217,149.89380809896554,84.85065315490152,231.0036869223677,True,313
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,46,978,403,977,1.0039615398122372,-79.89274699420096,149.89233370431407,86.17154820437763,229.78508069851503,True,313
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,47,977,403,976,1.0039615398122372,-78.68545410089,149.8908578013302,87.48190936300921,228.5763119022202,True,313
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,48,976,403,975,1.0039615398122372,-77.48800943674698,149.88938038692473,88.79225539719857,227.3773898236717,True,313
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,49,975,403,974,1.0039615398122372,-76.30042197734255,149.88790145799882,90.11252298386009,226.18832343534137,True,313
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,50,974,403,973,1.0039615398122372,-75.1227003723006,149.8617589572099,91.42254624007134,224.9844593295105,True,313
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,51,973,403,972,1.0039615398122372,-73.95485293690642,149.86027698990867,92.73260184841699,223.81512992681508,True,313
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,52,972,403,971,1.0039615398122372,-72.7968876435645,149.85879349873335,94.05235208150727,222.65568114229785,True,313
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,53,971,403,970,1.0039615398122372,-71.64881211310214,149.85730848054675,95.36213601858398,221.5061205936489,True,313
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,54,970,403,969,1.0039615398122372,-70.51063360591799,149.85582193220205,96.67191613750333,220.36645553812002,True,313
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,55,969,403,968,1.0039615398122372,-69.38235901297298,149.85433385054264,97.98159444181111,219.23669286351563,True,313
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,56,968,404,967,1.003954730268792,-67.51234327155383,150.11975325143933,99.3006616194696,217.63209652299315,True,314
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,57,967,404,966,1.003954730268792,-66.4115865023027,150.1182620936416,100.61011167318325,216.5298485959443,True,314
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,58,966,404,965,1.003954730268792,-65.32073914180613,150.1167693930005,101.9195234525045,215.43750853480662,True,314
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,59,965,404,964,1.003954730268792,-64.23980619608965,150.1152751463202,103.2381031478499,214.35508134240985,True,314
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,60,964,404,963,1.003954730268792,-63.16879224876445,150.1137793503947,104.54730501059746,213.28257159915918,True,314
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,61,963,404,962,1.003954730268792,-62.10770145098185,150.1122820020082,105.85644144835238,212.2199834529901,True,314
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,62,962,404,961,1.003954730268792,-61.056537511222075,150.11078309793479,107.17455781510608,211.16732060915703,True,314
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,63,961,404,960,1.003954730268792,-60.015303684916844,150.1092826349385,108.48352344491182,210.12458631985575,True,314
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,64,960,404,959,1.003954730268792,-58.984002763903355,150.0822455176661,109.84575608918594,209.06624828157058,True,314
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,65,959,404,958,1.003954730268792,-57.96263706571037,150.08074192707574,111.15450862673558,208.04337899278886,True,314
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,66,958,404,957,1.003954730268792,-56.95120842267459,150.0792367677938,112.47190457180623,207.03044519047526,True,314
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,67,957,404,956,1.003954730268792,-55.94971817088851,150.0777300365436,113.78052091303827,206.0274482074492,True,314
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,68,956,405,955,1.0039479470818917,-54.304578077519345,150.36822173003836,115.08911994312986,204.6727998075923,True,315
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,69,955,405,954,1.0039479470818917,-53.330444707084105,150.3667118449807,116.4059898642858,203.69715655215109,True,315
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,70,954,405,953,1.0039479470818917,-52.36623342627902,150.33920516953017,117.71429494628924,202.70543859602702,True,315
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,71,953,405,952,1.0039479470818917,-51.411943085403195,150.33769211743459,119.02260318361368,201.7496352033778,True,315
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,72,952,405,951,1.0039479470818917,-50.46757197440131,150.3361774768326,120.33915453809988,200.8037494525803,True,315
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,73,951,405,950,1.0039479470818917,-49.53311781073201,150.33466124438522,121.64742626137524,199.867779058455,True,315
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,74,950,405,949,1.0039479470818917,-48.60857772706727,150.33314341674296,122.95564871639587,198.94172115208445,True,315
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,75,949,405,948,1.0039479470818917,-47.69394825882339,150.33162399054578,124.2638224215475,198.02557226988006,True,315
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,76,948,405,947,1.0039479470818917,-46.78922533152632,150.33010296242293,125.57996315887343,197.11932834507505,True,315
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,77,947,405,946,1.0039479470818917,-45.89440424801006,150.32858032899304,126.88799642114836,196.22298470372615,True,315
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,78,946,406,945,1.003941190092091,-44.436113959108454,150.59258387550287,128.19573866841029,195.02869809585889,True,316
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,79,945,406,944,1.003941190092091,-43.56832928353756,150.5910580212719,129.51141686239757,194.15938795579322,True,316
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,80,944,406,943,1.003941190092091,-42.71040689090535,150.5895305515253,130.81919128079443,193.29993905570845,True,316
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,81,943,406,942,1.003941190092091,-41.86233900791328,150.58800146283855,132.12696285468192,192.45034446879578,True,316
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,82,942,406,941,1.003941190092091,-41.02411716541278,150.58647075177626,133.44235983445523,191.6105978776951,True,316
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,83,941,406,940,1.003941190092091,-40.19573218461641,150.584938414892,134.7499898683597,190.78069528128017,True,316
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,84,940,406,939,1.003941190092091,-39.37717416316019,150.5564374011282,136.05758394102958,189.93367387681565,True,316
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,85,939,406,938,1.003941190092091,-38.56843246102302,150.55490180221696,137.36517106515643,189.12348866303262,True,316
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,86,938,406,937,1.003941190092091,-37.76949568630427,150.55336456707857,138.6800780346158,188.32324475774448,True,316
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,87,937,407,936,1.003934459141254,-36.4772689499725,150.8438256922224,139.9875181982656,187.3218726487107,True,317
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,88,936,407,935,1.003934459141254,-35.704902361885225,150.8422851741466,141.29490845933228,186.54911434084534,True,317
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,89,935,407,934,1.003934459141254,-34.94227569381552,150.84074300933818,142.60956965555596,185.78781187297514,True,317
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,90,934,407,933,1.003934459141254,-34.18937388441553,150.81171845785076,143.91680550383282,185.0131643813369,True,317
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,91,933,407,932,1.003934459141254,-33.44618104060196,150.81017298899286,145.2240235499043,184.2860771595155,True,317
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,92,932,407,931,1.003934459141254,-32.712680422603164,150.80862586279537,146.53834673833268,183.59419747263007,True,317
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,93,931,407,930,1.003934459141254,-31.988854428908386,150.80707707569988,147.8454629270713,182.97017238602268,True,317
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,94,930,408,929,1.0039277540725413,-30.82552947594712,151.0975266241365,149.15256376984007,182.2561608746707,True,318
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,95,929,408,928,1.0039277540725413,-30.127757552860313,151.09597450452375,150.45951872201056,181.94032035419625,True,318
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,96,928,408,927,1.0039277540725413,-29.439571937406296,151.06640633709907,151.7735598249121,181.90245552308042,True,318
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,97,927,408,926,1.0039277540725413,-28.76095086357907,151.06485087059704,153.08043082033848,182.16020721986766,True,318
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,98,926,408,925,1.0039277540725413,-28.091871620693066,151.06329372523174,154.38732716262055,182.61651103919687,True,318
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,99,925,408,924,1.0039277540725413,-27.432310537983987,151.06173489737517,155.70105036543316,183.1901193394469,True,318
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,100,924,408,923,1.0039277540725413,-26.782242969182594,151.06017438338756,157.00776948809033,183.81320108769071,True,318
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,101,923,409,922,1.003921074730397,-25.744321007997684,151.3506121796173,158.31449711876863,184.07032884962314,True,319
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,102,922,409,921,1.003921074730397,-25.119656451119813,151.34904828240084,159.62791111598364,184.75220513504877,True,319
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,103,921,409,920,1.003921074730397,-24.504370923805165,151.31891353586607,160.93456415168,185.44077287710383,True,319
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,104,920,409,919,1.003921074730397,-23.898435113768404,151.3173462407191,162.24113909595368,186.1403166704159,True,319
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,105,919,409,918,1.003921074730397,-23.301818650375736,151.31577724106376,163.54772421317702,186.84984274283167,True,319
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,106,918,409,917,1.003921074730397,-22.714490089466963,151.31420653318852,164.86080944859438,187.57542010342908,True,319
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,107,917,410,916,1.0039144209605348,-21.782366959073585,151.60463411336977,166.16720336178378,187.94962994132902,True,320
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,108,916,410,915,1.0039144209605348,-21.21974764233027,151.60305997787168,167.47364989646442,188.69342161828558,True,320
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,109,915,410,914,1.0039144209605348,-20.666276769923872,151.5723377772866,168.78648569285477,189.45277195129344,True,320
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,110,914,410,913,1.0039144209605348,-20.121917812310162,151.5707601991733,170.09284017960726,190.21476182433042,True,320
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,111,913,410,912,1.0039144209605348,-19.586633087511434,151.56918089409945,171.39913231121,190.98576694669705,True,320
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,112,912,410,911,1.0039144209605348,-19.060383746931453,151.56759985827995,172.7116756965886,191.77206006606883,True,320
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,113,911,411,910,1.0039077926099251,-18.230393838023865,151.85801708791726,174.01787421177076,192.24826835768266,True,321
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,114,910,411,909,1.0039077926099251,-17.728038527149156,151.85643257920125,175.3240419683464,193.05208061986684,True,321
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,115,909,411,908,1.0039077926099251,-17.23455222362255,151.85484632830932,176.63018002647235,193.86473230033565,True,321
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,116,908,411,907,1.0039077926099251,-16.74989061123215,151.82351098801206,177.94249588822993,194.69238651925806,True,321
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,117,907,411,906,1.0039077926099251,-16.274008137018015,151.82192124124967,179.24850908836046,195.52251723337588,True,321
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,118,906,412,905,1.0039011895267822,-15.527636706571595,152.1123297407674,180.55457284448227,196.0822095550094,True,322
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,119,905,412,904,1.0039011895267822,-15.074847491400062,152.11073648269172,181.86665946437267,196.94150695736403,True,322
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,120,904,412,903,1.0039011895267822,-14.630646946318755,152.10914146313633,183.1727453284251,197.8033922753867,True,322
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,121,903,412,902,1.0039011895267822,-14.194983781167162,152.107544678202,184.4787534393313,198.67373722075817,True,322
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,122,902,412,901,1.0039011895267822,-13.767805411302568,152.10594612397654,185.79040105117704,199.5582064625841,True,322
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,123,901,413,900,1.0038946115605516,-13.101685289022285,152.36597214749116,187.09639272555916,200.19807801463205,True,323
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,124,900,413,899,1.0038946115605516,-12.696703378237014,152.36437004289468,188.4022140633255,201.09891744158296,True,323
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,125,899,413,898,1.0038946115605516,-12.299990807685466,152.36276615719208,189.70801902041754,202.00800982811128,True,323
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,126,898,413,897,1.0038946115605516,-11.911489057476082,152.36116048641878,191.0196013899559,202.9310904474353,True,323
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,127,897,413,896,1.0038946115605516,-11.531138273378254,152.3595530265969,192.3252810749571,203.8564193483367,True,323
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,128,896,414,895,1.0038880585618974,-10.941589510995009,152.61891687811462,193.70066668089999,204.64225619189563,True,324
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,129,895,414,894,1.0038880585618974,-10.582440171006404,152.61730582820863,195.01208860450615,205.5945287755128,True,324
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,130,894,414,893,1.0038880585618974,-10.231200839459078,152.61569297724034,196.31763351038538,206.54883434984458,True,324
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,131,893,414,892,1.0038880585618974,-9.887805627276775,152.61407832117823,197.62319618434634,207.51100181162315,True,324
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,132,892,415,891,1.0038815303826896,-9.358309125452712,152.9044618559773,198.9287333919062,208.28704251735894,True,325
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,133,891,415,890,1.0038815303826896,-9.035216321805983,152.90284357757892,200.2398257612365,209.27504208304248,True,325
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,134,890,415,889,1.0038815303826896,-8.719705831928362,152.90122348191076,201.5453002264509,210.26500605837927,True,325
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,135,889,415,888,1.0038815303826896,-8.41170575007032,152.86789270515945,202.85070389707042,211.26240964714074,True,325
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,136,888,416,887,1.0038750268759924,-7.939342712786083,153.15826896267978,204.1616020136301,212.10094472641617,True,326
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,137,887,416,886,1.0038750268759924,-7.650681529554466,153.15664339063073,205.4669794790847,213.11766100863917,True,326
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,138,886,416,885,1.0038750268759924,-7.369248472431697,153.1550159848847,206.77233200354272,214.14158047597442,True,326
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,139,885,416,884,1.0038750268759924,-7.094965742983424,153.15338674130004,208.08307761874119,215.1780433617246,True,326
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,140,884,417,883,1.0038685478960512,-6.676658859385635,153.41133417802874,209.3882513324469,216.06491019183255,True,327
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,141,883,417,882,1.0038685478960512,-6.420689412232195,153.40970124628578,210.69350436387464,217.11419377610684,True,327
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,142,882,417,881,1.0038685478960512,-6.171568318720766,153.40806646419483,211.99874181741723,218.170310136138,True,327
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,143,881,417,880,1.0038685478960512,-5.929212136641435,153.4064298275577,213.30921329307867,219.2384254297201,True,327
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,144,880,418,879,1.0038620932982816,-5.561736073722405,153.69679133216195,214.61432613278407,220.1760622065065,True,328
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,145,879,418,878,1.0038620932982816,-5.336609274959362,153.6951509737807,215.9193890329832,221.25599830794255,True,328
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,146,878,418,877,1.0038620932982816,-5.11792698292858,153.69350874817266,217.22982637723197,222.34775336016054,True,328
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,147,877,418,876,1.0038620932982816,-4.905600504361909,153.69186465108203,218.53485796529367,223.44045846965557,True,328
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,148,876,419,875,1.003855662939257,-4.585596651310352,153.9490518143033,219.83981672882157,224.4254133801319,True,329
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,149,875,419,874,1.003855662939257,-4.3893628465001076,153.9474039614218,221.1498871079827,225.5392499544828,True,329
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,150,874,419,873,1.003855662939257,-4.1991478194222065,153.94575422420272,222.45487117287058,226.65401899229278,True,329
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,151,873,420,872,1.0038492566766966,-3.913903892962242,154.23610259833154,223.75990072042418,227.67380461338644,True,330
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,152,872,420,871,1.0038492566766966,-3.738854082852829,154.23444907947902,225.06484192564537,228.8036960084982,True,330
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,153,871,420,870,1.0038492566766966,-3.5694748857353806,154.23279366330095,226.37486768516072,229.9443425708961,True,330
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,154,870,420,869,1.0038492566766966,-3.4056697986510747,154.19718901351484,227.67974572160796,231.08541552025903,True,330
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,155,869,421,868,1.0038428743694547,-3.1616257201094085,154.48752978959314,228.9846395130757,232.14626523318512,True,331
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,156,868,421,867,1.0038428743694547,-3.0117752875071724,154.48586865522324,230.29445656656503,233.3062318540722,True,331
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,157,867,421,866,1.0038428743694547,-2.8671388729103655,154.4842056060006,231.59925682681737,234.46639569972774,True,331
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,158,866,422,865,1.0038365158775089,-2.6528172947076953,154.77454063750548,232.9039733094992,235.5567906042069,True,332
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,159,865,422,864,1.0038365158775089,-2.5211642930862914,154.73810832714216,234.21370369964853,236.73486799273482,True,332
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,160,864,422,863,1.0038365158775089,-2.3943585612734837,154.73643950678155,235.5184228588863,237.9127814201598,True,332
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,161,863,423,862,1.0038301810619483,-2.2075101393047674,155.02676875379703,236.82306030467296,239.03057044397772,True,333
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,162,862,423,861,1.0038301810619483,-2.092707146184646,155.02509606370717,238.12790408447992,240.22061123066456,True,333
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,512,163,861,423,860,1.0038301810619483,-1.982380466269847,155.0234214320149,239.43732514419187,241.41970561046173,True,333
