model_version,n,r,reduced_dimension,block_size,gsa_tail_dimension,delta,prob_log2,T_red_log2,T_hyb_log2,total_cost_log2,valid,evaluated_candidates
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,1,511,133,510,1.0079780525981674,-73.04406863219992,71.28846191643882,25.337747866144383,144.33253054863877,True,43
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,2,510,133,509,1.0079780525981674,-71.39669826240767,71.28563587236005,26.760712984307812,142.68233413476776,True,43
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,3,509,133,508,1.0079780525981674,-69.76783821413454,71.27191596543415,28.079156793022833,141.03975417956883,True,43
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,4,508,133,507,1.0079780525981674,-68.15755743283641,71.26907880613061,29.47595522760274,139.4266362389674,True,43
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,5,507,133,506,1.0079780525981674,-66.56592422969548,71.25526493854079,30.812328361865994,137.82118916823725,True,43
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,6,506,133,505,1.0079780525981674,-64.99300622534571,71.25241657623175,32.1292199285725,136.24542280157988,True,43
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,7,505,133,504,1.0079780525981674,-63.438870291071616,71.2385073906676,33.445922051672135,134.67737768174527,True,43
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,8,504,133,503,1.0079780525981674,-61.90358248738649,71.22450717892318,34.8710442120003,133.1280896663261,True,43
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,9,503,133,502,1.0079780525981674,-60.38720799989109,71.22164184522879,36.20333085765914,131.60884984516136,True,43
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,10,502,133,501,1.0079780525981674,-58.88981107231214,71.20754355395077,37.51834184195974,130.0973546263671,True,43
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,11,501,133,500,1.0079780525981674,-57.41145493661931,71.2046667931952,38.83307821106913,128.61612173007413,True,43
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,12,500,133,499,1.0079780525981674,-55.95220174011218,71.19046897143426,40.16388685739734,127.14267071220597,True,43
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,13,499,133,498,1.0079780525981674,-54.51211246937179,71.18758069210942,41.477999559134005,125.69969316312444,True,43
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,14,498,133,496,1.0079780525981674,-53.09259458623387,71.173281855568,42.792042586880115,124.26587644592827,True,43
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,15,497,134,496,1.0079451428377657,-50.52961286990183,71.43929835194916,44.10568592096944,121.96891123038075,True,44
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,16,496,134,495,1.0079451428377657,-49.16642911967254,71.42471081572612,45.503389567243794,120.59113995810145,True,44
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,17,495,134,494,1.0079451428377657,-47.82260988627938,71.42179922030621,46.816500769208375,119.24440916311073,True,44
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,18,494,134,493,1.0079451428377657,-46.49820723992545,71.40710456914756,48.12937986233717,117.90531195093993,True,44
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,19,493,134,492,1.0079451428377657,-45.19327148695991,71.4041811739408,49.456554092754516,116.59745301758205,True,44
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,20,492,134,491,1.0079451428377657,-43.90785106630713,71.38937774261383,50.769037429032466,115.29722970394242,True,44
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,21,491,134,490,1.0079451428377657,-42.6419924417818,71.38644245158929,52.08126876942404,114.02843712046155,True,44
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,22,490,134,489,1.0079451428377657,-41.395739990168224,71.37152853461109,53.4073033576104,112.76727416638934,True,44
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,23,489,134,488,1.0079451428377657,-40.169135884946215,71.35650841826018,54.719191938191926,111.52565845596504,True,44
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,24,488,134,487,1.0079451428377657,-38.96221997554428,71.35355510087084,56.030946834191546,110.31581028143063,True,44
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,25,487,134,486,1.0079451428377657,-37.775029662002034,71.33842101144418,57.34255519677282,109.11353897855342,True,44
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,26,486,134,485,1.0079451428377657,-36.607599764927784,71.33545555296763,58.667161430679,107.94327693570445,True,44
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,27,485,134,484,1.0079451428377657,-35.459962390638395,71.32020565665789,59.978378450322325,106.78072377327123,True,44
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,28,484,134,483,1.0079451428377657,-34.33214679137225,71.317227956858,61.289472875353496,105.6507561230525,True,44
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,29,483,134,482,1.0079451428377657,-33.22417922047168,71.30186037396334,62.61315020818045,104.52953169254194,True,44
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,30,482,134,481,1.0079451428377657,-32.13608278243588,71.29887033135753,63.92376640459729,103.44361758872904,True,44
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,31,481,134,480,1.0079451428377657,-31.067877277751045,71.28338313471443,65.23437203280844,102.37288668188431,True,44
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,32,480,134,479,1.0079451428377657,-30.019579042415472,71.28038064655289,66.61990686725137,101.3559076061232,True,44
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,33,479,134,478,1.0079451428377657,-28.99120078208197,71.26477185990092,67.93001928533977,100.39231500328455,True,44
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,34,478,135,477,1.0079125300646745,-27.196679939170792,71.52822173003835,69.23954583426077,98.99353160475745,True,45
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,35,477,135,476,1.0079125300646745,-26.2260507220815,71.52520037806312,70.54950753476547,98.34436157543638,True,45
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,36,476,135,475,1.0079125300646745,-25.275273187506887,71.50923362965804,71.87102229137537,97.97671239974957,True,45
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,37,475,135,474,1.0079125300646745,-24.344339993363686,71.50619956956841,73.18067500342234,97.91818953580437,True,45
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,38,474,135,473,1.0079125300646745,-23.43323913308906,71.49010296242291,74.4902239876134,98.09337467540274,True,45
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,39,473,135,472,1.0079125300646745,-22.541953734611774,71.48705608686404,75.8109651767277,98.42321396779255,True,45
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,40,472,135,471,1.0079125300646745,-21.670461853962927,71.47082737413876,77.12022265374603,98.81914525445995,True,45
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,41,471,135,470,1.0079125300646745,-20.818736263614234,71.46776757438971,78.42938189553348,99.25964694042831,True,45
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,42,470,135,469,1.0079125300646745,-19.986744235663473,71.45140444872845,79.73806089858188,99.72941775692371,True,45
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,43,469,135,468,1.0079125300646745,-19.174447320021844,71.44833161467884,81.05742864589098,100.23372212956572,True,45
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,44,468,135,467,1.0079125300646745,-18.3818011177936,71.43183170598454,82.36561398708871,100.74815244373866,True,45
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,45,467,136,466,1.0078802104547642,-17.030569600639367,71.69352425737577,83.67493332984859,100.70585967501677,True,46
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,46,466,136,465,1.0078802104547642,-16.293582381966054,71.6904316623204,84.99382687496625,101.28755195958843,True,46
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,47,465,136,464,1.0078802104547642,-15.575940546537787,71.67352662413649,86.3021872715622,101.87818476896379,True,46
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,48,464,136,463,1.0078802104547642,-14.87756832843373,71.67042071326867,87.61018896862747,102.48778024917642,True,46
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,49,463,136,462,1.0078802104547642,-14.198382688756967,71.65336891044345,88.92861745669538,103.12700924050411,True,46
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,50,462,136,461,1.0078802104547642,-13.538293068479621,71.65024956859926,90.2364225518844,103.77471928624546,True,46
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,51,461,136,460,1.0078802104547642,-12.897201139817932,71.63304828240084,91.54443656399873,104.44163916683306,True,46
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,52,460,136,459,1.0078802104547642,-12.275000556853005,71.62991539291588,92.85229340038913,105.1272945469027,True,46
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,53,459,137,458,1.0078481802371981,-11.23553175972256,71.89020653318852,94.16998228180776,105.40551432486107,True,47
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,54,458,137,457,1.0078481802371981,-10.665796740672207,71.87256040817655,95.47750752004076,106.14330437379078,True,47
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,55,457,137,456,1.0078481802371981,-10.114401112011686,71.86940697513768,96.78483891970275,106.89924007730576,True,47
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,56,456,137,455,1.0078481802371981,-9.581197816369917,71.85159985827994,98.10178347093287,107.68298130537795,True,47
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,57,455,137,454,1.0078481802371981,-9.066030462221265,71.84843257920127,99.40891289587958,108.47494336538944,True,47
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,58,454,137,453,1.0078481802371981,-8.56873309882998,71.83046132947803,100.71608433303783,109.28481743477676,True,47
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,59,453,138,452,1.0078164356941601,-7.752597656935304,72.10432974076738,102.02329398519473,109.77589164355128,True,48
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,60,452,138,451,1.0078164356941601,-7.304079648665812,72.08603457074614,103.33981157838782,110.64389122761709,True,48
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,61,451,138,450,1.0078164356941601,-6.872651170780183,72.08283923158632,104.64662859936205,111.51927977036948,True,48
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,62,450,138,449,1.0078164356941601,-6.458099502928618,72.06437004289467,105.95361822950575,112.41171773252505,True,48
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,63,449,138,448,1.0078164356941601,-6.0602013909918195,72.06116048641877,107.26940362049771,113.32960501152589,True,48
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,64,448,138,447,1.0078164356941601,-5.678722916387368,72.04251373316563,108.6327250113517,114.31144792775301,True,48
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,65,447,139,446,1.0077849731605342,-5.065044380186371,72.31569297724033,109.93933847056364,115.00438285075681,True,49
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,66,446,139,445,1.0077849731605342,-4.727517688088801,72.296694540119,111.25450934793295,115.98202703602445,True,49
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,67,445,139,444,1.0077849731605342,-4.405380326706404,72.29345616605247,112.56080449557228,116.96618482227979,True,49
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,68,444,139,443,1.0077849731605342,-4.098348836764589,72.27426896267977,113.86700130737529,117.96535014414032,True,49
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,69,443,139,442,1.0077849731605342,-3.8061289646881726,72.27101598488468,115.17314940977658,118.97927837446493,True,49
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,70,442,140,441,1.0077537890235437,-3.3450700511908025,72.52733417802872,116.48773185560104,119.83280190679193,True,50
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,71,441,140,440,1.0077537890235437,-3.091740656085593,72.52406646419482,117.79366076984167,120.88540142592728,True,50
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,72,440,140,439,1.0077537890235437,-2.851983442566004,72.50430320937338,119.09957820697625,121.95156164954227,True,50
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,73,439,140,438,1.0077537890235437,-2.6254573454447248,72.50102062538409,120.41373340758585,123.03919075303058,True,50
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,74,438,140,437,1.0077537890235437,-2.4118116340349793,72.48105181430327,121.71945994344071,124.13127157747569,True,50
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,75,437,141,436,1.0077228797223519,-2.0820496054216444,72.75288040563831,123.0250554111404,125.10710501656204,True,51
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,76,436,141,435,1.0077228797223519,-1.9014764488805729,72.73250174755569,124.33888072962242,126.24035717850299,True,51
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,77,435,141,434,1.0077228797223519,-1.732365278101308,72.72918901351485,125.64442096079534,127.37678623889666,True,51
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,78,434,141,433,1.0077228797223519,-1.5743283734221045,72.72586865522322,126.94996692323738,128.5242952966595,True,51
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,79,433,142,432,1.007692241747629,-1.3354035721069397,72.97977521934482,128.25557782781848,129.59098139992543,True,52
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,80,432,142,431,1.007692241747629,-1.2051958436904306,72.97643950678156,129.56875854886735,130.77395439255778,True,52
2026-08-15-k-dimension-gsa-det-cbd-moment-v1,256,81,431,142,430,1.007692241747629,-1.0845462656361753,72.95539406197372,130.87395811199696,131.95850437763312,True,52
